fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.111,0.178,0.477,1.498,0.068,7.015,14.768,0.997,3.221,0.642,10.114,6
8.306,0.704,0.12,2.613,0.091,11.999,27.91,0.999,3.51,0.719,10.0,5
7.414,0.666,0.119,1.585,0.186,4.984,21.368,0.996,3.388,0.539,9.508,5
8.394,0.651,0.603,2.085,0.112,12.163,89.914,0.997,3.197,0.522,9.201,5
10.285,0.532,0.48,2.514,0.063,6.057,24.733,1.0,3.12,0.588,9.298,6
7.603,0.618,0.319,2.212,0.081,7.139,53.751,0.997,3.359,0.521,9.403,5
10.301,0.41,0.419,2.387,0.212,6.102,13.7,0.999,3.191,0.622,9.49,6
10.296,0.429,0.439,2.403,0.215,4.915,11.895,0.999,3.193,0.63,9.51,6
7.359,0.29,0.379,1.709,0.062,8.966,29.898,0.997,3.411,0.528,9.482,6
10.319,0.531,0.475,2.523,0.063,6.063,25.509,1.0,3.118,0.59,9.294,6
7.914,0.532,0.237,2.004,0.072,14.867,104.864,0.996,3.271,0.541,9.393,6
8.984,0.46,0.309,2.781,0.092,18.984,98.577,0.998,3.323,0.63,9.5,6
8.603,0.468,0.301,2.995,0.076,29.771,134.792,0.998,3.298,0.529,9.387,5
7.342,0.356,0.29,2.597,0.086,26.043,72.11,0.996,3.39,0.681,10.989,5
7.104,0.347,0.29,2.517,0.096,20.038,52.498,0.996,3.419,0.651,10.995,6
9.631,0.561,0.233,3.401,0.103,37.058,91.997,1.0,3.303,0.649,10.107,5
9.595,0.77,0.121,2.88,0.082,29.812,74.205,0.999,3.301,0.64,10.402,6
9.829,0.66,0.391,3.186,0.083,20.839,58.506,0.999,3.37,0.709,11.508,7
9.598,0.77,0.12,2.909,0.082,29.873,74.318,0.999,3.3,0.639,10.383,6
9.808,0.66,0.39,3.204,0.083,20.934,59.072,0.999,3.368,0.709,11.491,7
9.332,0.605,0.26,3.405,0.09,24.885,87.575,1.0,3.242,0.62,9.694,5
7.821,0.619,0.054,2.301,0.079,5.929,17.77,0.997,3.293,0.63,9.296,5
10.322,0.589,0.42,2.81,0.091,35.165,73.354,0.999,3.28,0.701,9.503,6
9.994,0.491,0.198,10.987,0.071,12.98,49.264,1.002,3.16,0.694,9.199,6
9.988,0.491,0.2,11.008,0.07,12.923,50.237,1.002,3.161,0.689,9.186,6
11.607,0.53,0.662,3.639,0.121,6.042,13.782,0.998,3.049,0.739,11.518,7
10.314,0.442,0.5,4.481,0.107,4.872,12.86,0.998,3.281,0.832,11.497,5
13.401,0.269,0.622,2.602,0.083,6.124,20.68,1.0,3.159,0.672,9.716,6
10.721,0.46,0.388,2.002,0.061,7.178,14.601,0.998,3.181,0.622,9.495,5
10.214,0.36,0.638,2.914,0.122,9.954,40.924,0.998,3.231,0.659,12.516,6
10.179,0.358,0.64,2.895,0.122,10.083,41.358,0.998,3.23,0.658,12.498,6
8.036,0.578,0.277,3.207,0.065,20.949,114.364,0.997,3.218,0.54,9.403,6
8.4,0.561,0.077,2.094,0.105,16.153,43.94,0.996,3.13,0.52,10.993,5
7.868,0.648,0.012,2.496,0.078,16.941,38.412,0.996,3.342,0.738,11.707,7
11.899,0.692,0.53,3.39,0.128,7.039,21.3,0.999,3.169,0.841,12.181,7
8.924,0.428,0.453,1.893,0.052,6.155,15.767,0.995,3.352,0.701,12.495,6
7.827,0.43,0.319,2.822,0.08,28.866,58.728,0.997,3.313,0.64,10.284,5
12.391,0.49,0.578,2.995,0.103,27.978,99.32,1.001,3.159,1.001,11.512,6
12.522,0.282,0.542,2.315,0.082,12.227,28.621,1.0,3.109,1.359,9.785,7
12.212,0.339,0.499,2.412,0.066,10.043,20.542,1.0,3.12,1.179,9.213,6
10.598,0.419,0.48,2.694,0.064,5.057,17.564,0.997,3.21,0.869,11.299,6
10.91,0.388,0.472,1.809,0.118,5.855,14.619,0.998,3.298,0.749,9.813,6
10.91,0.391,0.468,1.828,0.117,5.841,14.641,0.998,3.302,0.751,9.804,6
11.906,0.57,0.5,2.623,0.082,6.05,32.238,1.001,3.123,0.779,10.715,6
7.011,0.686,0.001,1.903,0.067,40.032,62.66,0.998,3.599,0.81,9.903,5
6.619,0.815,0.018,2.712,0.072,17.016,34.034,0.996,3.581,0.89,12.283,7
13.796,0.489,0.668,2.984,0.094,5.957,15.647,0.999,3.021,0.932,11.992,6
9.593,0.565,0.312,2.801,0.089,15.07,46.148,0.998,3.111,0.918,9.995,6
9.119,0.782,0.002,2.604,0.093,10.927,28.082,0.999,3.359,0.86,9.398,6
10.71,0.671,0.224,2.698,0.108,16.875,33.974,1.0,3.281,0.98,9.914,6
9.111,0.796,-0.0,2.605,0.096,11.069,25.797,0.999,3.346,0.83,9.39,6
7.702,0.664,-0.001,2.395,0.09,7.902,18.579,0.997,3.271,0.731,9.301,5
13.473,0.53,0.791,4.811,0.12,23.025,76.847,1.002,3.182,0.773,13.004,5
6.12,0.21,0.4,1.406,0.066,40.468,164.546,0.991,3.253,0.591,11.914,6
6.719,0.749,0.009,2.396,0.078,17.002,31.862,0.996,3.55,0.612,12.814,6
11.483,0.411,0.521,2.995,0.079,28.956,54.868,1.0,3.263,0.882,10.996,5
10.514,0.418,0.657,2.982,0.116,12.018,29.114,0.997,3.24,0.749,11.689,7
11.906,0.433,0.66,3.091,0.109,10.047,22.561,1.0,3.152,0.848,10.403,7
12.56,0.382,0.658,2.59,0.087,9.96,41.214,1.001,3.172,0.681,9.786,6
8.164,0.698,0.23,1.981,0.099,13.937,81.334,0.997,3.191,0.699,9.412,5
8.614,0.451,0.314,2.619,0.086,21.026,49.589,0.998,3.368,0.911,9.922,6
11.882,0.579,0.66,2.505,0.072,5.998,36.841,0.999,3.05,0.558,9.999,5
12.508,0.463,0.632,1.992,0.072,5.856,14.821,0.999,2.99,0.868,10.212,5
12.814,0.614,0.66,5.803,0.083,7.107,42.098,1.002,3.074,0.729,10.002,7
10.028,0.42,0.499,3.393,0.107,6.892,21.071,0.998,3.261,0.929,11.807,6
12.803,0.613,0.663,5.811,0.083,7.009,42.546,1.002,3.069,0.73,9.984,7
10.403,0.575,0.61,2.585,0.076,11.063,24.14,1.0,3.162,0.69,9.005,5
10.322,0.341,0.523,2.807,0.16,14.918,74.728,1.0,3.178,0.641,9.409,5
9.402,0.269,0.525,2.412,0.074,5.947,17.806,0.996,3.203,1.129,11.987,7
6.895,0.766,0.02,2.307,0.063,34.941,62.949,0.998,3.569,0.778,9.912,5
7.905,0.244,0.397,1.616,0.056,11.052,25.599,0.997,3.318,0.868,8.69,6
9.105,0.282,0.478,1.794,0.067,25.898,46.395,0.997,3.319,1.038,10.606,6
7.386,0.55,0.218,2.191,0.106,12.128,71.689,0.996,3.052,0.629,9.194,5
14.013,0.411,0.632,3.792,0.089,6.112,46.227,1.001,3.01,0.81,10.784,6
11.468,0.541,0.707,4.404,0.123,5.844,14.468,0.998,3.01,0.83,11.792,7
11.508,0.451,0.503,3.009,0.078,18.959,47.401,1.0,3.261,1.109,11.001,6
9.38,0.272,0.532,2.426,0.075,5.892,18.255,0.996,3.201,1.128,11.999,7
11.428,0.626,0.661,6.2,0.088,5.989,24.132,0.999,3.112,0.987,13.298,6
8.311,0.417,0.38,2.496,0.094,23.944,60.29,0.998,3.31,0.702,10.801,6
8.298,0.261,0.422,2.01,0.08,10.9,26.49,0.997,3.209,0.799,9.423,6
13.716,0.413,0.68,2.902,0.085,17.127,43.048,1.001,3.058,0.801,10.007,6
8.282,0.258,0.42,1.994,0.08,11.333,27.624,0.997,3.212,0.803,9.41,6
8.298,0.258,0.42,2.025,0.08,11.0,27.022,0.997,3.211,0.802,9.388,6
7.737,0.505,0.28,2.105,0.087,23.001,53.829,0.998,3.42,0.738,9.208,5
7.392,0.626,0.071,2.397,0.091,10.981,37.182,0.998,3.432,0.758,9.699,6
7.762,0.538,0.26,2.018,0.088,23.108,47.696,0.998,3.41,0.738,9.205,6
8.314,0.66,0.15,1.891,0.079,16.975,42.259,0.997,3.31,0.542,9.605,6
7.81,0.456,0.26,1.884,0.087,23.104,52.492,0.998,3.428,0.741,9.179,6
9.568,0.377,0.31,2.494,0.095,16.072,49.265,0.998,3.19,0.699,10.0,7
5.589,0.848,0.051,1.391,0.046,11.961,88.048,0.992,3.561,0.818,12.884,8
13.669,0.416,0.68,2.896,0.085,16.829,43.187,1.001,3.061,0.802,9.988,6
9.494,0.369,0.521,1.997,0.081,6.082,25.602,0.998,3.179,0.509,9.501,5
8.367,0.664,0.608,1.97,0.112,12.933,94.724,0.997,3.158,0.535,9.102,5
12.686,0.6,0.652,2.291,0.063,6.225,25.034,1.0,3.028,0.568,9.888,5
11.967,0.371,0.758,4.207,0.066,6.954,37.226,1.0,3.219,0.602,12.993,7
6.599,0.735,0.024,7.908,0.122,67.991,124.209,0.999,3.47,0.529,9.901,5
11.515,0.593,0.588,2.629,0.088,12.878,49.463,0.999,3.178,0.65,10.99,6
11.504,0.589,0.592,2.589,0.087,12.908,49.408,0.999,3.18,0.65,10.973,6
8.728,0.766,0.219,2.283,0.064,8.907,42.337,0.996,3.102,0.548,9.384,5
6.616,0.737,0.017,7.93,0.122,68.011,123.607,0.999,3.469,0.53,9.892,5
7.699,0.259,0.298,1.682,0.059,19.947,37.702,0.995,3.291,0.468,10.804,6
12.173,0.482,0.541,2.588,0.085,18.994,64.183,1.0,3.101,0.613,10.511,6
11.387,0.601,0.491,2.691,0.086,10.018,41.298,0.999,3.151,0.627,10.498,6
7.719,0.69,0.047,2.712,0.075,15.023,26.784,0.997,3.258,0.608,9.096,5
8.689,0.307,0.463,1.394,0.058,11.038,24.553,0.997,3.357,0.761,10.099,6
9.817,0.441,0.469,2.514,0.063,9.131,27.727,0.998,3.239,0.648,10.776,6
11.991,0.391,0.656,3.007,0.092,12.101,30.616,1.0,3.178,0.629,10.789,7
10.409,0.339,0.583,3.694,0.174,6.029,15.33,0.997,3.193,0.7,11.316,6
12.497,0.461,0.487,4.503,0.07,25.972,48.508,0.998,3.048,0.573,9.603,4
8.97,0.428,0.339,2.479,0.08,26.009,85.853,0.999,3.378,0.621,9.517,6
9.088,0.451,0.352,2.429,0.08,23.112,77.808,0.999,3.379,0.619,9.52,5
7.136,0.733,0.157,1.909,0.1,14.912,77.496,0.997,3.271,0.644,9.284,5
9.906,0.403,0.53,6.7,0.096,6.01,19.017,0.999,3.269,0.823,11.702,7
8.833,0.52,0.34,2.711,0.086,23.984,122.07,0.998,3.263,0.614,9.484,5
8.625,0.725,0.238,6.598,0.117,31.145,133.979,1.001,3.321,1.068,9.268,5
10.58,0.483,0.641,2.206,0.111,5.997,20.27,0.997,3.261,0.659,11.708,6
6.994,0.578,0.121,1.868,0.091,33.944,123.982,0.996,3.441,0.48,10.536,5
11.894,0.382,0.509,1.992,0.12,6.964,19.621,1.0,3.24,0.76,10.41,6
6.796,0.77,-0.003,1.787,0.066,34.019,52.062,0.998,3.62,0.681,9.885,5
9.52,0.562,0.33,2.412,0.09,35.071,67.385,0.997,3.281,0.728,11.793,7
6.594,0.838,0.031,2.286,0.059,31.67,47.806,0.995,3.52,0.559,12.308,7
7.689,0.958,0.201,1.989,0.047,14.957,60.882,0.996,3.357,0.442,10.922,5
10.519,0.238,0.471,2.13,0.066,5.837,24.18,0.998,3.15,0.902,11.001,7
7.688,0.961,0.201,2.006,0.048,14.859,60.14,0.996,3.36,0.439,10.91,5
6.567,0.842,0.03,2.299,0.059,32.02,48.078,0.995,3.521,0.563,12.317,7
6.427,0.67,0.08,2.11,0.045,19.097,48.332,0.995,3.49,0.488,11.397,6
9.514,0.781,0.218,1.89,0.076,5.99,31.51,0.999,3.26,0.561,10.589,6
9.079,0.519,0.331,1.292,0.069,9.3,30.545,0.998,3.241,0.601,9.285,5
12.78,0.842,0.631,2.386,0.088,12.95,35.331,1.0,3.098,0.599,10.397,6
10.498,0.238,0.47,2.084,0.066,5.924,24.01,0.998,3.147,0.904,11.01,7
7.825,0.549,0.349,2.185,0.074,20.845,65.79,0.997,3.249,0.558,9.211,5
11.9,0.37,0.689,2.282,0.079,11.979,23.958,0.996,2.999,0.651,12.783,6
12.32,0.388,0.628,2.265,0.09,5.902,17.815,1.0,3.163,0.491,9.495,5
10.418,0.41,0.551,3.192,0.076,21.883,54.281,1.0,3.15,0.888,9.897,6
12.283,0.394,0.628,2.301,0.09,5.896,18.49,1.0,3.16,0.487,9.503,5
8.009,0.674,0.302,1.992,0.059,37.854,61.833,0.996,3.263,0.56,10.201,6
11.102,0.451,0.729,3.215,0.066,5.893,21.967,0.999,3.17,0.66,11.216,6
10.375,0.406,0.55,3.206,0.076,21.921,53.777,1.0,3.15,0.888,9.884,6
6.984,0.618,0.185,1.48,0.062,7.069,50.421,0.995,3.08,0.598,9.274,5
12.617,0.307,0.718,2.178,0.072,5.919,29.414,0.999,2.88,0.82,9.787,8
11.884,0.397,0.651,2.168,0.068,6.992,26.703,0.999,3.061,0.678,11.304,6
15.562,0.682,0.76,3.728,0.1,6.175,43.667,1.003,2.951,0.68,11.188,7
10.024,0.442,0.494,2.69,0.077,10.906,18.432,0.996,3.23,0.628,11.6,7
5.313,0.571,0.011,1.687,0.054,4.803,26.271,0.993,3.57,0.84,12.499,7
9.53,0.734,0.098,2.071,0.079,6.014,30.814,0.999,3.229,0.56,10.09,6
12.505,0.378,0.599,2.621,0.081,31.002,72.172,1.0,3.101,0.73,10.504,5
9.295,0.481,0.29,2.084,0.127,5.917,16.311,0.997,3.223,0.72,11.206,5
8.601,0.531,0.217,2.005,0.1,6.953,26.931,0.997,3.203,0.562,10.209,6
11.896,0.388,0.692,2.791,0.095,17.057,34.634,0.999,3.099,0.608,10.797,6
11.902,0.39,0.686,2.79,0.095,16.983,35.629,0.999,3.101,0.611,10.811,6
8.398,0.371,0.531,1.792,0.413,9.146,25.504,0.998,3.062,1.058,9.096,6
6.792,0.558,0.032,1.683,0.084,17.829,35.04,0.997,3.44,0.63,10.001,6
10.385,0.332,0.63,2.806,0.084,4.923,21.964,1.0,3.262,0.74,11.206,7
7.019,0.229,0.396,1.601,0.062,21.213,67.044,0.995,3.501,0.633,11.096,5
11.326,0.617,0.671,5.212,0.086,6.062,18.823,0.999,3.22,0.69,13.382,8
8.887,0.592,0.392,2.306,0.095,5.048,22.422,0.999,3.37,0.582,10.306,5
9.183,0.63,0.214,2.685,0.096,29.0,64.702,0.999,3.278,0.579,9.6,5
10.439,0.331,0.629,2.793,0.084,4.866,22.35,1.0,3.259,0.742,11.193,7
11.617,0.579,0.659,2.206,0.074,9.793,47.356,1.001,3.249,0.57,9.001,3
9.176,0.432,0.519,2.313,0.082,14.042,22.434,0.998,3.351,0.61,11.31,6
8.261,0.614,0.219,2.601,0.087,5.806,18.481,0.998,3.26,0.61,9.306,5
10.981,0.262,0.681,2.56,0.084,9.911,24.746,0.997,3.178,0.613,11.802,5
8.067,0.662,0.697,2.187,0.098,25.01,128.541,0.997,3.078,0.529,8.998,5
11.491,0.318,0.544,2.104,0.084,5.021,15.004,0.999,2.984,0.699,9.185,6
10.0,0.288,0.402,2.905,0.098,9.852,26.08,1.001,3.479,0.909,9.706,5
10.296,0.502,0.419,1.976,0.069,21.069,51.144,0.998,3.161,0.722,11.504,6
8.784,0.463,0.454,2.624,0.065,6.944,17.691,0.995,3.319,0.786,13.996,6
11.414,0.362,0.687,2.11,0.091,5.77,20.287,1.0,3.17,0.619,9.2,6
8.672,0.823,0.019,1.206,0.07,35.996,47.865,0.995,3.198,0.581,9.797,5
13.009,0.32,0.651,2.594,0.094,15.044,47.167,1.0,3.05,0.611,10.587,5
9.617,0.538,0.422,2.369,0.08,25.067,51.627,0.997,3.2,0.708,11.41,6
12.508,0.373,0.547,2.569,0.083,25.058,67.794,1.0,3.151,0.822,10.397,6
9.904,0.348,0.552,2.054,0.062,5.096,13.45,0.997,3.26,0.79,10.613,5
10.508,0.278,0.51,1.72,0.08,9.987,23.937,0.998,3.199,0.887,9.396,6
9.615,0.682,0.241,2.189,0.088,5.005,28.113,0.999,3.138,0.598,10.205,5
9.288,0.267,0.408,1.998,0.091,6.072,15.87,0.998,3.278,0.699,9.695,5
10.41,0.24,0.488,1.799,0.075,6.06,19.746,0.998,3.182,1.061,11.002,6
9.612,0.68,0.238,2.199,0.087,4.86,28.533,0.999,3.142,0.596,10.218,5
9.384,0.685,0.114,2.704,0.077,5.981,30.93,0.998,3.191,0.698,10.097,6
10.632,0.277,0.387,15.49,0.07,5.806,22.86,1.003,3.12,0.661,9.216,5
9.4,0.303,0.562,2.814,0.08,5.854,17.308,0.996,3.151,0.919,11.712,8
10.564,0.362,0.589,2.205,0.152,5.942,18.586,0.999,3.04,1.05,9.395,5
10.623,0.364,0.603,2.218,0.152,6.874,18.557,0.999,3.04,1.061,9.403,5
10.607,0.441,0.676,4.083,0.112,5.936,23.362,0.997,3.059,0.662,13.405,6
10.197,0.673,0.389,1.89,0.054,5.897,17.203,0.998,3.171,0.47,9.989,5
10.188,0.671,0.396,1.894,0.054,6.046,17.169,0.998,3.172,0.471,9.99,5
10.262,0.646,0.36,1.787,0.053,5.062,14.029,0.998,3.169,0.421,9.994,6
11.611,0.322,0.549,2.782,0.081,35.032,66.479,1.0,3.322,0.918,10.793,7
9.337,0.39,0.402,2.637,0.072,9.974,26.102,0.998,3.341,0.751,10.208,6
9.274,0.773,0.268,2.804,0.078,24.013,56.533,0.998,3.312,0.67,10.603,6
9.209,0.411,0.501,2.44,0.056,12.02,24.858,0.995,3.339,0.791,13.303,7
8.886,0.396,0.511,2.594,0.052,13.089,26.807,0.995,3.32,0.9,13.41,7
8.671,0.69,0.31,2.986,0.086,22.853,81.011,1.0,3.48,0.743,11.596,6
6.515,0.39,0.23,8.269,0.051,27.971,90.612,0.995,3.438,0.55,12.117,6
10.691,0.351,0.534,2.613,0.07,4.815,15.854,0.997,3.15,0.65,10.993,8
7.816,0.519,0.252,1.895,0.081,13.997,37.967,0.998,3.431,0.65,8.982,6
7.215,0.343,0.321,2.529,0.091,43.1,112.864,0.997,3.32,0.79,11.098,5
10.682,0.35,0.526,2.584,0.07,4.946,15.672,0.997,3.149,0.65,10.99,8
8.699,0.691,0.306,2.985,0.086,23.094,81.179,1.0,3.48,0.741,11.6,6
7.795,0.519,0.249,1.9,0.081,13.861,38.297,0.998,3.43,0.65,9.01,6
10.403,0.441,0.731,6.536,0.075,38.097,76.2,0.999,3.169,0.85,11.973,7
10.407,0.437,0.729,6.562,0.074,38.13,75.904,0.999,3.169,0.85,11.998,7
10.495,0.258,0.467,1.9,0.078,5.893,23.852,0.998,3.178,1.04,10.901,7
10.512,0.242,0.418,1.806,0.077,6.071,21.986,0.998,3.211,1.052,10.815,7
10.2,0.491,0.631,2.9,0.072,9.882,25.951,0.997,3.161,0.777,12.491,7
10.403,0.241,0.46,1.786,0.075,5.916,20.634,0.998,3.25,1.019,10.799,7
11.215,0.668,0.549,2.322,0.084,5.864,13.03,1.0,3.171,0.709,9.516,6
10.044,0.591,0.309,2.221,0.091,26.01,62.108,0.999,3.178,0.627,10.173,6
13.326,0.289,0.75,2.801,0.084,22.916,42.535,0.999,3.039,0.678,11.392,7
12.408,0.423,0.49,4.605,0.072,19.062,43.28,0.998,3.021,0.606,9.486,5
10.043,0.588,0.306,2.186,0.09,25.877,62.359,0.999,3.18,0.63,10.197,6
10.692,0.4,0.48,2.11,0.124,14.95,48.634,0.998,3.029,0.809,9.704,6
10.492,0.511,0.639,2.387,0.107,6.126,15.037,0.997,3.089,0.658,11.798,7
10.485,0.51,0.643,2.396,0.106,5.901,15.031,0.997,3.092,0.66,11.808,7
8.484,0.655,0.488,6.1,0.123,34.266,151.156,1.001,3.309,1.138,9.294,5
12.485,0.599,0.489,4.291,0.099,5.145,14.023,1.001,3.25,0.741,11.882,6
10.389,0.61,0.49,2.129,0.199,5.001,16.172,0.999,3.159,0.632,8.419,3
10.908,0.209,0.49,2.78,0.088,11.288,31.656,0.997,3.22,0.679,11.702,6
7.305,0.366,0.49,2.507,0.088,39.048,105.924,0.997,3.357,0.783,10.986,5
9.763,0.25,0.489,2.698,0.088,14.949,33.222,0.998,3.421,0.898,10.015,6
7.576,0.409,0.489,2.011,0.088,16.033,43.578,0.998,3.477,0.643,9.102,5
8.194,0.39,0.487,2.3,0.099,47.144,133.283,0.998,3.38,0.99,9.799,5
9.272,0.404,0.493,2.506,0.084,38.167,142.077,0.998,3.219,0.551,9.38,5
9.194,0.434,0.491,2.396,0.086,22.996,115.381,0.998,3.232,0.642,9.502,5
10.375,0.641,0.243,2.803,0.105,29.264,53.124,1.0,3.239,0.67,9.898,5
7.316,0.368,0.488,2.488,0.088,38.933,106.458,0.997,3.362,0.78,10.99,5
6.994,0.38,0.491,2.498,0.097,33.042,85.132,0.996,3.39,0.771,11.394,6
8.199,0.424,0.491,2.589,0.084,32.026,54.776,0.999,3.339,0.751,8.713,6
9.867,0.631,0.241,2.377,0.078,5.8,32.773,0.997,3.091,0.573,9.394,5
9.108,0.222,0.241,2.1,0.078,1.056,28.42,0.999,3.41,0.873,10.287,6
11.906,0.38,0.487,2.693,0.099,11.903,42.331,1.0,3.16,0.61,10.299,5
11.889,0.38,0.492,2.689,0.098,12.023,42.277,1.0,3.159,0.611,10.301,5
10.302,0.266,0.24,2.09,0.072,14.903,32.651,0.996,3.221,0.656,12.805,6
10.022,0.481,0.239,2.716,0.102,12.988,31.45,1.0,3.28,0.56,9.991,6
9.135,0.22,0.24,2.076,0.079,0.954,28.617,0.999,3.408,0.872,10.287,6
9.9,0.631,0.241,2.391,0.077,6.002,33.108,0.997,3.091,0.569,9.394,5
8.099,0.824,0.242,2.11,0.084,4.908,13.14,0.997,3.371,0.77,10.716,6
12.923,0.354,0.489,5.804,0.066,5.053,35.04,1.001,3.198,0.659,11.994,7
11.221,0.501,0.742,5.152,0.1,4.931,17.457,1.0,3.22,0.62,11.196,5
9.198,0.592,0.24,3.323,0.101,20.08,47.017,0.999,3.26,0.668,9.619,5
9.485,0.46,0.493,6.308,0.065,4.906,16.67,0.999,3.212,0.728,11.009,6
9.297,0.717,0.239,2.099,0.07,4.829,20.251,0.997,3.12,0.59,9.908,5
11.164,0.659,0.239,2.506,0.085,15.841,53.329,0.999,3.06,0.72,11.008,6
14.289,0.31,0.741,1.793,0.075,5.877,14.92,1.001,2.861,0.789,8.377,6
9.075,0.47,0.489,2.597,0.094,38.043,106.309,0.998,3.08,0.586,9.096,5
7.518,0.548,0.239,2.009,0.077,10.115,28.466,0.998,3.45,0.78,9.49,6
10.582,0.312,0.489,2.481,0.067,5.768,20.945,0.999,3.259,0.858,10.696,6
12.405,0.35,0.489,2.559,0.079,26.842,68.672,0.999,3.118,0.751,10.383,6
8.991,0.533,0.493,1.916,0.171,5.854,24.596,0.998,3.27,0.611,9.408,6
6.796,0.51,0.006,2.09,0.074,9.054,25.159,0.996,3.332,0.555,9.516,6
9.417,0.432,0.244,2.795,0.092,14.107,45.11,0.998,3.192,0.733,9.992,6
9.523,0.458,0.242,2.704,0.092,14.182,43.967,0.998,3.123,0.739,9.987,6
5.003,1.039,0.239,1.612,0.05,32.004,95.752,0.993,3.739,0.617,11.504,5
15.482,0.642,0.492,4.184,0.095,10.043,22.54,1.003,2.922,0.742,11.09,5
15.509,0.645,0.491,4.204,0.095,10.011,23.346,1.003,2.916,0.738,11.098,5
10.894,0.53,0.491,4.608,0.118,10.241,17.166,1.0,3.067,0.562,11.69,6
15.591,0.644,0.489,4.193,0.096,10.06,23.38,1.003,2.92,0.741,11.097,5
10.901,0.528,0.486,4.631,0.118,9.839,16.917,1.0,3.068,0.564,11.707,6
13.001,0.471,0.491,4.29,0.085,5.996,47.145,1.002,3.3,0.679,12.705,6
12.714,0.603,0.488,2.812,0.074,4.962,18.735,0.999,3.139,0.572,11.4,5
8.996,0.438,0.49,2.401,0.077,25.921,120.75,0.998,3.229,0.58,9.193,5
9.03,0.54,0.49,2.893,0.093,40.963,110.039,0.998,3.079,0.611,9.207,5
7.589,0.292,0.489,2.701,0.092,25.079,59.876,0.997,3.311,0.612,10.087,6
12.983,0.469,0.493,4.319,0.085,6.084,46.856,1.002,3.3,0.68,12.693,6
12.691,0.6,0.489,2.819,0.075,5.059,18.693,0.999,3.14,0.569,11.398,5
8.7,0.7,0.234,2.481,0.226,4.935,14.939,0.999,3.322,0.596,8.99,6
8.728,0.702,0.241,2.5,0.225,5.01,14.95,0.999,3.318,0.599,9.001,6
9.792,0.5,0.487,2.614,0.249,5.044,19.724,0.999,3.308,0.787,10.694,6
6.184,0.361,0.237,2.227,0.095,18.99,41.971,0.995,3.57,0.57,11.708,6
11.492,0.347,0.488,3.304,0.069,9.932,37.404,1.0,3.321,0.909,10.996,6
6.213,0.358,0.236,2.192,0.095,19.044,41.89,0.995,3.572,0.571,11.698,6
10.188,0.241,0.49,2.412,0.074,10.324,27.964,0.998,3.139,0.611,10.402,5
10.503,0.588,0.486,2.118,0.07,14.136,47.064,0.999,3.3,0.563,9.597,4
10.61,0.339,0.494,3.192,0.078,19.918,78.362,0.999,3.192,0.699,10.017,6
12.309,0.267,0.488,3.114,0.079,28.028,46.032,0.999,3.2,0.801,10.209,6
9.9,0.498,0.237,2.298,0.103,6.123,14.288,0.998,3.339,0.522,9.982,4
8.823,0.439,0.492,2.773,0.084,18.112,110.831,0.998,3.297,0.603,9.497,5
8.815,0.47,0.488,2.907,0.086,17.022,110.085,0.998,3.292,0.598,9.794,5
10.59,0.309,0.491,2.205,0.062,17.887,39.682,0.998,3.14,0.51,9.803,6
12.311,0.5,0.486,2.18,0.088,5.098,13.766,1.0,3.191,0.442,9.598,5
12.28,0.498,0.494,2.174,0.09,4.935,14.136,1.0,3.19,0.444,9.584,5
11.717,0.489,0.488,2.186,0.082,5.033,15.054,1.0,3.192,0.432,9.208,5
11.985,0.282,0.49,1.905,0.074,10.128,20.991,0.998,2.982,0.661,9.891,7
11.792,0.331,0.488,3.381,0.093,53.94,80.352,1.0,3.301,0.761,10.699,7
7.579,0.508,0.24,2.392,0.091,8.002,38.321,0.998,3.469,0.658,9.598,6
11.111,0.311,0.49,2.705,0.095,15.906,46.597,0.999,3.121,1.016,10.606,7
7.317,0.731,0.239,1.899,0.109,18.088,102.146,0.997,3.262,0.589,9.302,5
5.023,0.42,0.24,1.975,0.06,18.947,49.802,0.992,3.723,0.742,13.991,8
10.197,0.287,0.489,2.602,0.059,4.792,13.295,0.998,3.05,0.741,10.485,7
9.012,0.453,0.491,2.574,0.084,20.899,74.26,0.999,3.35,0.572,9.686,5
6.572,0.391,0.49,1.7,0.071,23.114,148.796,0.992,3.12,0.501,11.496,6
9.006,0.449,0.488,2.58,0.084,21.063,74.567,0.999,3.349,0.571,9.697,5
9.912,0.49,0.582,3.502,0.094,9.112,43.289,1.0,3.287,0.58,9.013,5
7.91,0.72,0.169,2.599,0.096,19.947,38.359,0.998,3.399,0.533,9.498,5
8.913,0.598,0.407,7.89,0.087,30.001,109.279,1.0,3.269,0.572,9.302,5
12.407,0.4,0.51,1.989,0.059,6.158,23.67,0.999,3.04,0.6,9.295,6
11.879,0.578,0.578,1.899,0.072,4.992,17.995,0.998,3.09,0.628,10.0,6
8.452,0.586,0.182,2.098,0.078,4.994,29.856,0.997,3.201,0.48,9.794,6
12.711,0.589,0.45,2.317,0.082,11.014,22.16,1.0,2.999,0.699,9.294,6
8.214,0.915,0.268,2.101,0.087,7.002,23.085,0.996,3.261,0.468,10.002,4
13.193,0.461,0.521,2.198,0.072,12.066,34.882,1.001,3.101,0.563,8.982,6
7.72,0.837,-0.002,2.592,0.081,5.988,13.78,0.998,3.3,0.521,9.293,5
